rep,divergence,mig_time,mig_rate,D,ABBA,BABA,FST_AB,FST_BC
5,intermediate,recent,high,0.006126945187065946,825.7884999999993,815.7309999999994,0.4388471207693695,0.4427938181530574
6,intermediate,recent,high,0.16710134148362787,1076.4607499999624,768.2132499999991,0.3993953581622192,0.4198073403132738
7,intermediate,recent,high,0.014298428135950413,895.2344999999965,869.9945000000009,0.41484853403308747,0.43361629644797656
8,intermediate,recent,high,-0.010670394704404097,777.5500000000015,794.3225,0.42588637662395445,0.4459755464114576
9,intermediate,recent,high,0.032084222136722476,857.1154999999911,803.8255000000014,0.4323566574297751,0.43239691202334596
0,intermediate,recent,very_high,0.3497982649656308,1566.726875000014,754.6968750000005,0.3478524439233168,0.3628210148048544
1,intermediate,recent,very_high,0.3263466101669538,1330.8919999999866,675.9619999999993,0.37196092500511,0.4005822391811081
2,intermediate,recent,very_high,0.3309846800984324,1478.5471249999719,743.1871250000004,0.36248933031971325,0.3818791047899525
3,intermediate,recent,very_high,0.36800974229611316,1494.0649999999662,690.2250000000013,0.3521565339651152,0.3719439243309485
4,intermediate,recent,very_high,0.30221479835164705,1463.6918749999995,784.3118750000025,0.3690677887815946,0.3825660847036352
5,intermediate,recent,very_high,0.2903587697464096,1333.7933749999902,733.5283749999987,0.36750694361576275,0.3950638987702322
6,intermediate,recent,very_high,0.33476867866231164,1341.5769999999904,668.6244999999976,0.36932249481483387,0.39474651156341245
7,intermediate,recent,very_high,0.21726436291757817,1204.6408749999673,774.6183750000007,0.373872472183081,0.395629674241041
8,intermediate,recent,very_high,0.34085955437091053,1423.3817500000064,699.7067499999995,0.37793691634812204,0.3915895281177085
9,intermediate,recent,very_high,0.5074624158822054,1870.208749999998,611.0587499999992,0.34028485314994134,0.33370319521139563
0,intermediate,recent,super_high,0.6118394281621428,2428.14100000003,584.7409999999992,0.3120720769377731,0.2796035247267318
1,intermediate,recent,super_high,0.772356023532728,3618.1476250000774,464.7201250000008,0.29391096344969975,0.21246429657446417
2,intermediate,recent,super_high,0.7389583501753597,3296.5090000000987,494.8514999999994,0.3053745638163068,0.24162600181911237
3,intermediate,recent,super_high,0.7031436210722722,2854.653500000094,497.56349999999935,0.30645732426599886,0.26169069414554413
4,intermediate,recent,super_high,0.5741909281536273,2228.7100000000096,602.8524999999993,0.3189368590890144,0.2991872403442129
5,intermediate,recent,super_high,0.6967823929712155,2962.9027500000907,529.4752500000002,0.3051023427151268,0.25531410487784284
6,intermediate,recent,super_high,0.6901448192747862,2845.17500000004,521.6074999999997,0.3056498745809931,0.25829619278926136
7,intermediate,recent,super_high,0.7242873009704972,3285.7855000001473,525.3955000000002,0.3044254001006818,0.23211874588211479
8,intermediate,recent,super_high,0.6692739633678869,2954.029000000103,585.2689999999992,0.301562903500106,0.24708188696267241
9,intermediate,recent,super_high,0.6929115700102245,3006.162749999985,545.3077499999993,0.301474467035842,0.24966592925178177
0,intermediate,intermediate,none,0.0015790486824229324,781.7657499999993,779.3007499999998,0.4420329428477834,0.44416739788692133
1,intermediate,intermediate,none,-0.061151993202472964,765.7157499999994,865.4657499999989,0.448290218322059,0.44134988597908026
2,intermediate,intermediate,none,0.060751683044914906,803.4207499999995,711.3932499999999,0.4425023705339888,0.4316604745973769
3,intermediate,intermediate,none,0.04076800950727469,840.7349999999996,774.8699999999991,0.4443801062748441,0.4425440049639462
4,intermediate,intermediate,none,-0.05201353486214942,777.2377499999998,862.5277499999996,0.44937128023612516,0.4514706144873718
